path,label,label_name,category
G:\CodexProjects\New project 3\data\Ai_generated_dataset\animals\image-7.png,1,ai,animals
G:\CodexProjects\New project 3\data\Ai_generated_dataset\animals\image-8.png,1,ai,animals
G:\CodexProjects\New project 3\data\Ai_generated_dataset\animals\image-9.png,1,ai,animals
G:\CodexProjects\New project 3\data\Ai_generated_dataset\animals\image.png,1,ai,animals
G:\CodexProjects\New project 3\data\Ai_generated_dataset\city\image-10.png,1,ai,city
G:\CodexProjects\New project 3\data\Ai_generated_dataset\city\image-11.png,1,ai,city
G:\CodexProjects\New project 3\data\Ai_generated_dataset\city\image-12.png,1,ai,city
G:\CodexProjects\New project 3\data\Ai_generated_dataset\city\image-13.png,1,ai,city
G:\CodexProjects\New project 3\data\Ai_generated_dataset\city\image-14.png,1,ai,city
G:\CodexProjects\New project 3\data\Ai_generated_dataset\city\image-15.png,1,ai,city
G:\CodexProjects\New project 3\data\Ai_generated_dataset\city\image-16.png,1,ai,city
G:\CodexProjects\New project 3\data\Ai_generated_dataset\city\image-17.png,1,ai,city
G:\CodexProjects\New project 3\data\Ai_generated_dataset\city\image-18.png,1,ai,city
G:\CodexProjects\New project 3\data\Ai_generated_dataset\city\image-19.png,1,ai,city
G:\CodexProjects\New project 3\data\Ai_generated_dataset\city\image-2.png,1,ai,city
G:\CodexProjects\New project 3\data\Ai_generated_dataset\city\image-20.png,1,ai,city
G:\CodexProjects\New project 3\data\Ai_generated_dataset\city\image-21.png,1,ai,city
G:\CodexProjects\New project 3\data\Ai_generated_dataset\city\image-22.png,1,ai,city
G:\CodexProjects\New project 3\data\Ai_generated_dataset\city\image-23.png,1,ai,city
G:\CodexProjects\New project 3\data\Ai_generated_dataset\city\image-24.png,1,ai,city
G:\CodexProjects\New project 3\data\Ai_generated_dataset\city\image-25.png,1,ai,city
G:\CodexProjects\New project 3\data\Ai_generated_dataset\city\image-26.png,1,ai,city
G:\CodexProjects\New project 3\data\Ai_generated_dataset\city\image-27.png,1,ai,city
G:\CodexProjects\New project 3\data\Ai_generated_dataset\city\image-28.png,1,ai,city
G:\CodexProjects\New project 3\data\Ai_generated_dataset\city\image-29.png,1,ai,city
G:\CodexProjects\New project 3\data\Ai_generated_dataset\city\image-3.png,1,ai,city
G:\CodexProjects\New project 3\data\Ai_generated_dataset\city\image-30.png,1,ai,city
G:\CodexProjects\New project 3\data\Ai_generated_dataset\city\image-31.png,1,ai,city
G:\CodexProjects\New project 3\data\Ai_generated_dataset\city\image-32.png,1,ai,city
G:\CodexProjects\New project 3\data\Ai_generated_dataset\city\image-33.png,1,ai,city
G:\CodexProjects\New project 3\data\Ai_generated_dataset\city\image-34.png,1,ai,city
G:\CodexProjects\New project 3\data\Ai_generated_dataset\city\image-35.png,1,ai,city
G:\CodexProjects\New project 3\data\Ai_generated_dataset\city\image-36.png,1,ai,city
G:\CodexProjects\New project 3\data\Ai_generated_dataset\city\image-37.png,1,ai,city
G:\CodexProjects\New project 3\data\Ai_generated_dataset\city\image-38.png,1,ai,city
G:\CodexProjects\New project 3\data\Ai_generated_dataset\city\image-39.png,1,ai,city
G:\CodexProjects\New project 3\data\Ai_generated_dataset\city\image-4.png,1,ai,city
G:\CodexProjects\New project 3\data\Ai_generated_dataset\city\image-40.png,1,ai,city
G:\CodexProjects\New project 3\data\Ai_generated_dataset\city\image-41.png,1,ai,city
G:\CodexProjects\New project 3\data\Ai_generated_dataset\city\image-42.png,1,ai,city
G:\CodexProjects\New project 3\data\Ai_generated_dataset\city\image-43.png,1,ai,city
G:\CodexProjects\New project 3\data\Ai_generated_dataset\city\image-44.png,1,ai,city
G:\CodexProjects\New project 3\data\Ai_generated_dataset\city\image-45.png,1,ai,city
G:\CodexProjects\New project 3\data\Ai_generated_dataset\city\image-46.png,1,ai,city
G:\CodexProjects\New project 3\data\Ai_generated_dataset\city\image-47.png,1,ai,city
G:\CodexProjects\New project 3\data\Ai_generated_dataset\city\image-48.png,1,ai,city
G:\CodexProjects\New project 3\data\Ai_generated_dataset\city\image-49.png,1,ai,city
G:\CodexProjects\New project 3\data\Ai_generated_dataset\city\image-5.png,1,ai,city
G:\CodexProjects\New project 3\data\Ai_generated_dataset\city\image-50.png,1,ai,city
G:\CodexProjects\New project 3\data\Ai_generated_dataset\city\image-6.png,1,ai,city
G:\CodexProjects\New project 3\data\Ai_generated_dataset\city\image-7.png,1,ai,city
G:\CodexProjects\New project 3\data\Ai_generated_dataset\city\image-8.png,1,ai,city
G:\CodexProjects\New project 3\data\Ai_generated_dataset\city\image-9.png,1,ai,city
G:\CodexProjects\New project 3\data\Ai_generated_dataset\city\image.png,1,ai,city
G:\CodexProjects\New project 3\data\Ai_generated_dataset\food\image-10.png,1,ai,food
G:\CodexProjects\New project 3\data\Ai_generated_dataset\food\image-11.png,1,ai,food
G:\CodexProjects\New project 3\data\Ai_generated_dataset\food\image-12.png,1,ai,food
G:\CodexProjects\New project 3\data\Ai_generated_dataset\food\image-13.png,1,ai,food
G:\CodexProjects\New project 3\data\Ai_generated_dataset\food\image-14.png,1,ai,food
G:\CodexProjects\New project 3\data\Ai_generated_dataset\food\image-15.png,1,ai,food
G:\CodexProjects\New project 3\data\Ai_generated_dataset\food\image-16.png,1,ai,food
G:\CodexProjects\New project 3\data\Ai_generated_dataset\food\image-17.png,1,ai,food
G:\CodexProjects\New project 3\data\Ai_generated_dataset\food\image-18.png,1,ai,food
G:\CodexProjects\New project 3\data\Ai_generated_dataset\food\image-19.png,1,ai,food
G:\CodexProjects\New project 3\data\Ai_generated_dataset\food\image-2.png,1,ai,food
G:\CodexProjects\New project 3\data\Ai_generated_dataset\food\image-20.png,1,ai,food
G:\CodexProjects\New project 3\data\Ai_generated_dataset\food\image-21.png,1,ai,food
G:\CodexProjects\New project 3\data\Ai_generated_dataset\food\image-22.png,1,ai,food
G:\CodexProjects\New project 3\data\Ai_generated_dataset\food\image-23.png,1,ai,food
G:\CodexProjects\New project 3\data\Ai_generated_dataset\food\image-24.png,1,ai,food
G:\CodexProjects\New project 3\data\Ai_generated_dataset\food\image-25.png,1,ai,food
G:\CodexProjects\New project 3\data\Ai_generated_dataset\food\image-26.png,1,ai,food
G:\CodexProjects\New project 3\data\Ai_generated_dataset\food\image-27.png,1,ai,food
G:\CodexProjects\New project 3\data\Ai_generated_dataset\food\image-28.png,1,ai,food
G:\CodexProjects\New project 3\data\Ai_generated_dataset\food\image-29.png,1,ai,food
G:\CodexProjects\New project 3\data\Ai_generated_dataset\food\image-3.png,1,ai,food
G:\CodexProjects\New project 3\data\Ai_generated_dataset\food\image-30.png,1,ai,food
G:\CodexProjects\New project 3\data\Ai_generated_dataset\food\image-31.png,1,ai,food
G:\CodexProjects\New project 3\data\Ai_generated_dataset\food\image-32.png,1,ai,food
G:\CodexProjects\New project 3\data\Ai_generated_dataset\food\image-33.png,1,ai,food
G:\CodexProjects\New project 3\data\Ai_generated_dataset\food\image-34.png,1,ai,food
G:\CodexProjects\New project 3\data\Ai_generated_dataset\food\image-35.png,1,ai,food
G:\CodexProjects\New project 3\data\Ai_generated_dataset\food\image-36.png,1,ai,food
G:\CodexProjects\New project 3\data\Ai_generated_dataset\food\image-37.png,1,ai,food
G:\CodexProjects\New project 3\data\Ai_generated_dataset\food\image-38.png,1,ai,food
G:\CodexProjects\New project 3\data\Ai_generated_dataset\food\image-39.png,1,ai,food
G:\CodexProjects\New project 3\data\Ai_generated_dataset\food\image-4.png,1,ai,food
G:\CodexProjects\New project 3\data\Ai_generated_dataset\food\image-40.png,1,ai,food
G:\CodexProjects\New project 3\data\Ai_generated_dataset\food\image-41.png,1,ai,food
G:\CodexProjects\New project 3\data\Ai_generated_dataset\food\image-42.png,1,ai,food
G:\CodexProjects\New project 3\data\Ai_generated_dataset\food\image-43.png,1,ai,food
G:\CodexProjects\New project 3\data\Ai_generated_dataset\food\image-44.png,1,ai,food
G:\CodexProjects\New project 3\data\Ai_generated_dataset\food\image-45.png,1,ai,food
G:\CodexProjects\New project 3\data\Ai_generated_dataset\food\image-46.png,1,ai,food
G:\CodexProjects\New project 3\data\Ai_generated_dataset\food\image-47.png,1,ai,food
G:\CodexProjects\New project 3\data\Ai_generated_dataset\food\image-48.png,1,ai,food
G:\CodexProjects\New project 3\data\Ai_generated_dataset\food\image-49.png,1,ai,food
G:\CodexProjects\New project 3\data\Ai_generated_dataset\food\image-5.png,1,ai,food
G:\CodexProjects\New project 3\data\Ai_generated_dataset\food\image-50.png,1,ai,food
G:\CodexProjects\New project 3\data\Ai_generated_dataset\food\image-6.png,1,ai,food
G:\CodexProjects\New project 3\data\Ai_generated_dataset\food\image-7.png,1,ai,food
G:\CodexProjects\New project 3\data\Ai_generated_dataset\food\image-8.png,1,ai,food
G:\CodexProjects\New project 3\data\Ai_generated_dataset\food\image-9.png,1,ai,food
G:\CodexProjects\New project 3\data\Ai_generated_dataset\food\image.png,1,ai,food
G:\CodexProjects\New project 3\data\Ai_generated_dataset\nature\image-10.png,1,ai,nature
G:\CodexProjects\New project 3\data\Ai_generated_dataset\nature\image-11.png,1,ai,nature
G:\CodexProjects\New project 3\data\Ai_generated_dataset\nature\image-12.png,1,ai,nature
G:\CodexProjects\New project 3\data\Ai_generated_dataset\nature\image-13.png,1,ai,nature
G:\CodexProjects\New project 3\data\Ai_generated_dataset\nature\image-14.png,1,ai,nature
G:\CodexProjects\New project 3\data\Ai_generated_dataset\nature\image-15.png,1,ai,nature
G:\CodexProjects\New project 3\data\Ai_generated_dataset\nature\image-16.png,1,ai,nature
G:\CodexProjects\New project 3\data\Ai_generated_dataset\nature\image-17.png,1,ai,nature
G:\CodexProjects\New project 3\data\Ai_generated_dataset\nature\image-18.png,1,ai,nature
G:\CodexProjects\New project 3\data\Ai_generated_dataset\nature\image-19.png,1,ai,nature
G:\CodexProjects\New project 3\data\Ai_generated_dataset\nature\image-2.png,1,ai,nature
G:\CodexProjects\New project 3\data\Ai_generated_dataset\nature\image-20.png,1,ai,nature
G:\CodexProjects\New project 3\data\Ai_generated_dataset\nature\image-21.png,1,ai,nature
G:\CodexProjects\New project 3\data\Ai_generated_dataset\nature\image-22.png,1,ai,nature
G:\CodexProjects\New project 3\data\Ai_generated_dataset\nature\image-23.png,1,ai,nature
G:\CodexProjects\New project 3\data\Ai_generated_dataset\nature\image-24.png,1,ai,nature
G:\CodexProjects\New project 3\data\Ai_generated_dataset\nature\image-25.png,1,ai,nature
G:\CodexProjects\New project 3\data\Ai_generated_dataset\nature\image-26.png,1,ai,nature
G:\CodexProjects\New project 3\data\Ai_generated_dataset\nature\image-27.png,1,ai,nature
G:\CodexProjects\New project 3\data\Ai_generated_dataset\nature\image-28.png,1,ai,nature
G:\CodexProjects\New project 3\data\Ai_generated_dataset\nature\image-29.png,1,ai,nature
G:\CodexProjects\New project 3\data\Ai_generated_dataset\nature\image-3.png,1,ai,nature
G:\CodexProjects\New project 3\data\Ai_generated_dataset\nature\image-30.png,1,ai,nature
G:\CodexProjects\New project 3\data\Ai_generated_dataset\nature\image-31.png,1,ai,nature
G:\CodexProjects\New project 3\data\Ai_generated_dataset\nature\image-32.png,1,ai,nature
G:\CodexProjects\New project 3\data\Ai_generated_dataset\nature\image-33.png,1,ai,nature
G:\CodexProjects\New project 3\data\Ai_generated_dataset\nature\image-34.png,1,ai,nature
G:\CodexProjects\New project 3\data\Ai_generated_dataset\nature\image-35.png,1,ai,nature
G:\CodexProjects\New project 3\data\Ai_generated_dataset\nature\image-36.png,1,ai,nature
G:\CodexProjects\New project 3\data\Ai_generated_dataset\nature\image-37.png,1,ai,nature
G:\CodexProjects\New project 3\data\Ai_generated_dataset\nature\image-38.png,1,ai,nature
G:\CodexProjects\New project 3\data\Ai_generated_dataset\nature\image-39.png,1,ai,nature
G:\CodexProjects\New project 3\data\Ai_generated_dataset\nature\image-4.png,1,ai,nature
G:\CodexProjects\New project 3\data\Ai_generated_dataset\nature\image-40.png,1,ai,nature
G:\CodexProjects\New project 3\data\Ai_generated_dataset\nature\image-41.png,1,ai,nature
G:\CodexProjects\New project 3\data\Ai_generated_dataset\nature\image-42.png,1,ai,nature
G:\CodexProjects\New project 3\data\Ai_generated_dataset\nature\image-43.png,1,ai,nature
G:\CodexProjects\New project 3\data\Ai_generated_dataset\nature\image-44.png,1,ai,nature
G:\CodexProjects\New project 3\data\Ai_generated_dataset\nature\image-45.png,1,ai,nature
G:\CodexProjects\New project 3\data\Ai_generated_dataset\nature\image-46.png,1,ai,nature
G:\CodexProjects\New project 3\data\Ai_generated_dataset\nature\image-47.png,1,ai,nature
G:\CodexProjects\New project 3\data\Ai_generated_dataset\nature\image-48.png,1,ai,nature
G:\CodexProjects\New project 3\data\Ai_generated_dataset\nature\image-49.png,1,ai,nature
G:\CodexProjects\New project 3\data\Ai_generated_dataset\nature\image-5.png,1,ai,nature
G:\CodexProjects\New project 3\data\Ai_generated_dataset\nature\image-50.png,1,ai,nature
G:\CodexProjects\New project 3\data\Ai_generated_dataset\nature\image-6.png,1,ai,nature
G:\CodexProjects\New project 3\data\Ai_generated_dataset\nature\image-7.png,1,ai,nature
G:\CodexProjects\New project 3\data\Ai_generated_dataset\nature\image-8.png,1,ai,nature
G:\CodexProjects\New project 3\data\Ai_generated_dataset\nature\image-9.png,1,ai,nature
G:\CodexProjects\New project 3\data\Ai_generated_dataset\nature\image.png,1,ai,nature
G:\CodexProjects\New project 3\data\Ai_generated_dataset\people\image-10.png,1,ai,people
G:\CodexProjects\New project 3\data\Ai_generated_dataset\people\image-11.png,1,ai,people
G:\CodexProjects\New project 3\data\Ai_generated_dataset\people\image-12.png,1,ai,people
G:\CodexProjects\New project 3\data\Ai_generated_dataset\people\image-13.png,1,ai,people
G:\CodexProjects\New project 3\data\Ai_generated_dataset\people\image-14.png,1,ai,people
G:\CodexProjects\New project 3\data\Ai_generated_dataset\people\image-15.png,1,ai,people
G:\CodexProjects\New project 3\data\Ai_generated_dataset\people\image-16.png,1,ai,people
G:\CodexProjects\New project 3\data\Ai_generated_dataset\people\image-17.png,1,ai,people
G:\CodexProjects\New project 3\data\Ai_generated_dataset\people\image-18.png,1,ai,people
G:\CodexProjects\New project 3\data\Ai_generated_dataset\people\image-19.png,1,ai,people
G:\CodexProjects\New project 3\data\Ai_generated_dataset\people\image-2.png,1,ai,people
G:\CodexProjects\New project 3\data\Ai_generated_dataset\people\image-20.png,1,ai,people
G:\CodexProjects\New project 3\data\Ai_generated_dataset\people\image-21.png,1,ai,people
G:\CodexProjects\New project 3\data\Ai_generated_dataset\people\image-22.png,1,ai,people
G:\CodexProjects\New project 3\data\Ai_generated_dataset\people\image-23.png,1,ai,people
G:\CodexProjects\New project 3\data\Ai_generated_dataset\people\image-24.png,1,ai,people
G:\CodexProjects\New project 3\data\Ai_generated_dataset\people\image-25.png,1,ai,people
G:\CodexProjects\New project 3\data\Ai_generated_dataset\people\image-26.png,1,ai,people
G:\CodexProjects\New project 3\data\Ai_generated_dataset\people\image-27.png,1,ai,people
G:\CodexProjects\New project 3\data\Ai_generated_dataset\people\image-28.png,1,ai,people
G:\CodexProjects\New project 3\data\Ai_generated_dataset\people\image-29.png,1,ai,people
G:\CodexProjects\New project 3\data\Ai_generated_dataset\people\image-3.png,1,ai,people
G:\CodexProjects\New project 3\data\Ai_generated_dataset\people\image-30.png,1,ai,people
G:\CodexProjects\New project 3\data\Ai_generated_dataset\people\image-31.png,1,ai,people
G:\CodexProjects\New project 3\data\Ai_generated_dataset\people\image-32.png,1,ai,people
G:\CodexProjects\New project 3\data\Ai_generated_dataset\people\image-33.png,1,ai,people
G:\CodexProjects\New project 3\data\Ai_generated_dataset\people\image-34.png,1,ai,people
G:\CodexProjects\New project 3\data\Ai_generated_dataset\people\image-35.png,1,ai,people
G:\CodexProjects\New project 3\data\Ai_generated_dataset\people\image-36.png,1,ai,people
G:\CodexProjects\New project 3\data\Ai_generated_dataset\people\image-37.png,1,ai,people
G:\CodexProjects\New project 3\data\Ai_generated_dataset\people\image-38.png,1,ai,people
G:\CodexProjects\New project 3\data\Ai_generated_dataset\people\image-39.png,1,ai,people
G:\CodexProjects\New project 3\data\Ai_generated_dataset\people\image-4.png,1,ai,people
G:\CodexProjects\New project 3\data\Ai_generated_dataset\people\image-40.png,1,ai,people
G:\CodexProjects\New project 3\data\Ai_generated_dataset\people\image-41.png,1,ai,people
G:\CodexProjects\New project 3\data\Ai_generated_dataset\people\image-42.png,1,ai,people
G:\CodexProjects\New project 3\data\Ai_generated_dataset\people\image-43.png,1,ai,people
G:\CodexProjects\New project 3\data\Ai_generated_dataset\people\image-44.png,1,ai,people
G:\CodexProjects\New project 3\data\Ai_generated_dataset\people\image-45.png,1,ai,people
G:\CodexProjects\New project 3\data\Ai_generated_dataset\people\image-46.png,1,ai,people
G:\CodexProjects\New project 3\data\Ai_generated_dataset\people\image-47.png,1,ai,people
G:\CodexProjects\New project 3\data\Ai_generated_dataset\people\image-48.png,1,ai,people
G:\CodexProjects\New project 3\data\Ai_generated_dataset\people\image-49.png,1,ai,people
G:\CodexProjects\New project 3\data\Ai_generated_dataset\people\image-5.png,1,ai,people
G:\CodexProjects\New project 3\data\Ai_generated_dataset\people\image-50.png,1,ai,people
G:\CodexProjects\New project 3\data\Ai_generated_dataset\people\image-6.png,1,ai,people
G:\CodexProjects\New project 3\data\Ai_generated_dataset\people\image-7.png,1,ai,people
G:\CodexProjects\New project 3\data\Ai_generated_dataset\people\image-8.png,1,ai,people
G:\CodexProjects\New project 3\data\Ai_generated_dataset\people\image-9.png,1,ai,people
G:\CodexProjects\New project 3\data\Ai_generated_dataset\people\image.png,1,ai,people
G:\CodexProjects\New project 3\data\real_dataset\animals\animals_0.jpg,0,real,animals
G:\CodexProjects\New project 3\data\real_dataset\animals\animals_1.jpg,0,real,animals
G:\CodexProjects\New project 3\data\real_dataset\animals\animals_10.jpg,0,real,animals
G:\CodexProjects\New project 3\data\real_dataset\animals\animals_100.jpg,0,real,animals
G:\CodexProjects\New project 3\data\real_dataset\animals\animals_101.jpg,0,real,animals
G:\CodexProjects\New project 3\data\real_dataset\animals\animals_102.jpg,0,real,animals
G:\CodexProjects\New project 3\data\real_dataset\animals\animals_103.jpg,0,real,animals
G:\CodexProjects\New project 3\data\real_dataset\animals\animals_104.jpg,0,real,animals
G:\CodexProjects\New project 3\data\real_dataset\animals\animals_105.jpg,0,real,animals
G:\CodexProjects\New project 3\data\real_dataset\animals\animals_106.jpg,0,real,animals
G:\CodexProjects\New project 3\data\real_dataset\animals\animals_107.jpg,0,real,animals
G:\CodexProjects\New project 3\data\real_dataset\animals\animals_108.jpg,0,real,animals
G:\CodexProjects\New project 3\data\real_dataset\animals\animals_109.jpg,0,real,animals
G:\CodexProjects\New project 3\data\real_dataset\animals\animals_11.jpg,0,real,animals
G:\CodexProjects\New project 3\data\real_dataset\animals\animals_110.jpg,0,real,animals
G:\CodexProjects\New project 3\data\real_dataset\animals\animals_111.jpg,0,real,animals
G:\CodexProjects\New project 3\data\real_dataset\animals\animals_112.jpg,0,real,animals
G:\CodexProjects\New project 3\data\real_dataset\animals\animals_113.jpg,0,real,animals
G:\CodexProjects\New project 3\data\real_dataset\animals\animals_114.jpg,0,real,animals
G:\CodexProjects\New project 3\data\real_dataset\animals\animals_115.jpg,0,real,animals
G:\CodexProjects\New project 3\data\real_dataset\animals\animals_116.jpg,0,real,animals
G:\CodexProjects\New project 3\data\real_dataset\animals\animals_117.jpg,0,real,animals
G:\CodexProjects\New project 3\data\real_dataset\animals\animals_118.jpg,0,real,animals
G:\CodexProjects\New project 3\data\real_dataset\animals\animals_119.jpg,0,real,animals
G:\CodexProjects\New project 3\data\real_dataset\animals\animals_12.jpg,0,real,animals
G:\CodexProjects\New project 3\data\real_dataset\animals\animals_120.jpg,0,real,animals
G:\CodexProjects\New project 3\data\real_dataset\animals\animals_121.jpg,0,real,animals
G:\CodexProjects\New project 3\data\real_dataset\animals\animals_122.jpg,0,real,animals
G:\CodexProjects\New project 3\data\real_dataset\animals\animals_123.jpg,0,real,animals
G:\CodexProjects\New project 3\data\real_dataset\animals\animals_124.jpg,0,real,animals
G:\CodexProjects\New project 3\data\real_dataset\animals\animals_125.jpg,0,real,animals
G:\CodexProjects\New project 3\data\real_dataset\animals\animals_126.jpg,0,real,animals
G:\CodexProjects\New project 3\data\real_dataset\animals\animals_127.jpg,0,real,animals
G:\CodexProjects\New project 3\data\real_dataset\animals\animals_128.jpg,0,real,animals
G:\CodexProjects\New project 3\data\real_dataset\animals\animals_129.jpg,0,real,animals
G:\CodexProjects\New project 3\data\real_dataset\animals\animals_13.jpg,0,real,animals
G:\CodexProjects\New project 3\data\real_dataset\animals\animals_130.jpg,0,real,animals
G:\CodexProjects\New project 3\data\real_dataset\animals\animals_131.jpg,0,real,animals
G:\CodexProjects\New project 3\data\real_dataset\animals\animals_132.jpg,0,real,animals
G:\CodexProjects\New project 3\data\real_dataset\animals\animals_133.jpg,0,real,animals
G:\CodexProjects\New project 3\data\real_dataset\animals\animals_134.jpg,0,real,animals
G:\CodexProjects\New project 3\data\real_dataset\animals\animals_135.jpg,0,real,animals
G:\CodexProjects\New project 3\data\real_dataset\animals\animals_136.jpg,0,real,animals
G:\CodexProjects\New project 3\data\real_dataset\animals\animals_137.jpg,0,real,animals
G:\CodexProjects\New project 3\data\real_dataset\animals\animals_138.jpg,0,real,animals
G:\CodexProjects\New project 3\data\real_dataset\animals\animals_139.jpg,0,real,animals
G:\CodexProjects\New project 3\data\real_dataset\animals\animals_14.jpg,0,real,animals
G:\CodexProjects\New project 3\data\real_dataset\animals\animals_140.jpg,0,real,animals
G:\CodexProjects\New project 3\data\real_dataset\animals\animals_141.jpg,0,real,animals
G:\CodexProjects\New project 3\data\real_dataset\animals\animals_142.jpg,0,real,animals
G:\CodexProjects\New project 3\data\real_dataset\animals\animals_143.jpg,0,real,animals
G:\CodexProjects\New project 3\data\real_dataset\animals\animals_144.jpg,0,real,animals
G:\CodexProjects\New project 3\data\real_dataset\animals\animals_145.jpg,0,real,animals
G:\CodexProjects\New project 3\data\real_dataset\animals\animals_146.jpg,0,real,animals
G:\CodexProjects\New project 3\data\real_dataset\animals\animals_147.jpg,0,real,animals
G:\CodexProjects\New project 3\data\real_dataset\animals\animals_15.jpg,0,real,animals
G:\CodexProjects\New project 3\data\real_dataset\animals\animals_16.jpg,0,real,animals
G:\CodexProjects\New project 3\data\real_dataset\animals\animals_17.jpg,0,real,animals
G:\CodexProjects\New project 3\data\real_dataset\animals\animals_18.jpg,0,real,animals
G:\CodexProjects\New project 3\data\real_dataset\animals\animals_19.jpg,0,real,animals
G:\CodexProjects\New project 3\data\real_dataset\animals\animals_2.jpg,0,real,animals
G:\CodexProjects\New project 3\data\real_dataset\animals\animals_20.jpg,0,real,animals
G:\CodexProjects\New project 3\data\real_dataset\animals\animals_21.jpg,0,real,animals
G:\CodexProjects\New project 3\data\real_dataset\animals\animals_22.jpg,0,real,animals
G:\CodexProjects\New project 3\data\real_dataset\animals\animals_23.jpg,0,real,animals
G:\CodexProjects\New project 3\data\real_dataset\animals\animals_24.jpg,0,real,animals
G:\CodexProjects\New project 3\data\real_dataset\animals\animals_25.jpg,0,real,animals
G:\CodexProjects\New project 3\data\real_dataset\animals\animals_26.jpg,0,real,animals
G:\CodexProjects\New project 3\data\real_dataset\animals\animals_27.jpg,0,real,animals
G:\CodexProjects\New project 3\data\real_dataset\animals\animals_28.jpg,0,real,animals
G:\CodexProjects\New project 3\data\real_dataset\animals\animals_29.jpg,0,real,animals
G:\CodexProjects\New project 3\data\real_dataset\animals\animals_3.jpg,0,real,animals
